Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
03/18/2022,Ages_16-17_yrs,6017844,2.4,2.4,5161182,71.7,61.5,2.4,2.4,27.7,1.5,2.5,4,1431723,31091
03/18/2022,Race_eth_known,189538256,99.9,74.4,168507999,,,99.9,77.7,53.2,99.9,99.9,99.9,86104036,697743
03/18/2022,Ages_12-15_yrs,11228749,4.4,4.4,9554966,66.4,56.5,4.4,4.4,19.9,2,4.6,8.4,1899583,65628
03/18/2022,Sex_unknown,2263881,0.9,0.9,1531519,,,0.7,0.7,11.8,0.2,0.7,0.2,178914,1187
03/18/2022,Race_eth_NHBlack,19452788,10.3,7.6,16966710,47.2,41.2,10.1,7.8,43,8.2,10.1,13.9,7052077,96904
03/18/2022,Sex_Male,120765180,47.8,47.4,102505643,73.9,62.7,47.6,47.2,44.2,45.2,47.5,44.4,43541579,347610
03/18/2022,Race_eth_Hispanic,39195501,20.7,15.4,33369602,61.5,52.3,19.8,15.4,40.2,14.8,19.6,26.6,12745831,185287
03/18/2022,Age_known,254844436,99.9,99.9,216946457,,,99.9,99.9,46.1,99.9,99.9,99.9,96419026,784629
03/18/2022,Ages_75+_yrs,22700937,8.9,8.9,19604525,95,85.6,9,9,69.2,14.1,9.4,6.1,13560761,47884
03/18/2022,Sex_known,252606153,99.9,99.1,215420828,,,99.9,99.3,46.4,99.9,99.9,99.9,96240112,783442
03/18/2022,Ages_40-49_yrs,35062608,13.8,13.8,30151289,86,73.9,13.9,13.9,42.4,13.3,14.4,14.7,12789289,115066
03/18/2022,Ages_<5yrs,54052,0,0,23700,0.3,0.1,0,0,0,0,0,0,0,0
03/18/2022,Age_unknown,25598,0,0,5890,,,0,0,0,0,0,0,0,0
03/18/2022,Ages_18-24_yrs,23583790,9.3,9.3,19134863,77.1,62.6,8.8,8.8,29.8,5.9,9.1,11.1,5704515,87231
03/18/2022,Race_eth_NHAIAN,1736625,0.9,0.7,1439872,71.3,59.1,0.9,0.7,43.7,0.7,0.8,1.2,594806,8117
03/18/2022,Ages_65-74_yrs,33502705,13.1,13.1,29115903,95,91.3,13.4,13.4,65.4,19.7,13.9,9.6,19039969,75506
03/18/2022,Ages_50-64_yrs,58790514,23.1,23.1,51167076,92.4,80.4,23.6,23.6,51.5,27.3,24.5,23.1,26369255,181375
03/18/2022,Ages_12-17_yrs,17246593,6.8,6.8,14716148,68.2,58.2,6.8,6.8,22.6,3.5,7,12.3,3331306,96719
03/18/2022,Race_eth_NHMult_Oth,11304694,6,4.4,10060985,95,95,6,4.6,54.2,6,5.9,6.6,5175671,45857
03/18/2022,Race_eth_NHAsian,12648814,6.7,5,11438566,66.6,60.2,6.8,5.3,67,8.3,6.6,8.6,7168570,59658
03/18/2022,Sex_Female,131840973,52.2,51.7,112915185,78.2,67,52.4,52,48.3,54.8,52.5,55.6,52698533,435832
03/18/2022,Ages_25-39_yrs,54150238,21.2,21.2,45255560,79.2,66.2,20.9,20.9,34.5,16.2,21.6,23,15623931,180848
03/18/2022,Race_eth_unknown,65331730,34.5,25.6,48444246,,,28.7,22.3,21.8,12,29.2,12.5,10314990,86886
03/18/2022,Race_eth_NHNHOPI,604842,0.3,0.2,545350,65.1,58.7,0.3,0.3,44.8,0.3,0.3,1,231062,7243
03/18/2022,US,254870034,,100,216952347,76.8,65.3,,100,46.1,,100,,96419026,784629
03/18/2022,Ages_<12yrs,9807051,3.8,3.8,7801093,20.2,16.1,3.6,3.6,0,0,0,0,0,0
03/18/2022,Ages_5-11_yrs,9747221,3.8,3.8,7775933,33.9,27.1,3.6,3.6,0,0,0,0,0,0
03/18/2022,Race_eth_NHWhite,104594992,55.2,41,94686914,53,48,56.2,43.6,58,61.7,56.6,42.2,53136019,294677
03/17/2022,Ages_12-17_yrs,17246593,6.8,6.8,14716148,68.2,58.2,6.8,6.8,22.6,3.5,7,12.9,3331306,110799
03/17/2022,Ages_<5yrs,54052,0,0,23700,0.3,0.1,0,0,0,0,0,0,0,0
03/17/2022,Sex_Female,131840972,52.2,51.7,112915185,78.2,67,52.4,52,48.3,54.8,52.5,55.6,52698533,476432
03/17/2022,Race_eth_NHWhite,104594992,55.2,41,94686914,53,48,56.2,43.6,58,61.7,56.6,41.9,53136019,319880
03/17/2022,Ages_65-74_yrs,33502705,13.1,13.1,29115903,95,91.3,13.4,13.4,65.4,19.7,13.9,9.3,19039969,80035
03/17/2022,Ages_<12yrs,9807051,3.8,3.8,7801093,20.2,16.1,3.6,3.6,0,0,0,0,0,0
03/17/2022,Race_eth_unknown,65331730,34.5,25.6,48444246,,,28.7,22.3,21.8,12,29.2,12.4,10314990,94522
03/17/2022,Age_known,254844434,99.9,99.9,216946457,,,99.9,99.9,46.1,99.9,99.9,99.9,96419026,857840
03/17/2022,Ages_16-17_yrs,6017844,2.4,2.4,5161182,71.7,61.5,2.4,2.4,27.7,1.5,2.5,4.1,1431723,35240
03/17/2022,Race_eth_known,189538254,99.9,74.4,168507999,,,99.9,77.7,53.2,99.9,99.9,99.9,86104036,763318
03/17/2022,Ages_25-39_yrs,54150238,21.2,21.2,45255560,79.2,66.2,20.9,20.9,34.5,16.2,21.6,23,15623931,197555
03/17/2022,Race_eth_NHAIAN,1736625,0.9,0.7,1439872,71.3,59.1,0.9,0.7,43.7,0.7,0.8,1.1,594806,8450
03/17/2022,Ages_40-49_yrs,35062607,13.8,13.8,30151289,86,73.9,13.9,13.9,42.4,13.3,14.4,14.8,12789289,126570
03/17/2022,Race_eth_NHAsian,12648812,6.7,5,11438566,66.6,60.2,6.8,5.3,67,8.3,6.6,8.8,7168570,66914
03/17/2022,Race_eth_Hispanic,39195501,20.7,15.4,33369602,61.5,52.3,19.8,15.4,40.2,14.8,19.6,26.8,12745831,204474
03/17/2022,Race_eth_NHNHOPI,604842,0.3,0.2,545350,65.1,58.7,0.3,0.3,44.8,0.3,0.3,1.1,231062,8502
03/17/2022,Race_eth_NHBlack,19452788,10.3,7.6,16966710,47.2,41.2,10.1,7.8,43,8.2,10.1,13.8,7052077,104970
03/17/2022,Ages_5-11_yrs,9747221,3.8,3.8,7775933,33.9,27.1,3.6,3.6,0,0,0,0,0,0
03/17/2022,Ages_75+_yrs,22700937,8.9,8.9,19604525,95,85.6,9,9,69.2,14.1,9.4,5.9,13560761,50318
03/17/2022,Sex_Male,120765179,47.8,47.4,102505643,73.9,62.7,47.6,47.2,44.2,45.2,47.5,44.4,43541579,380157
03/17/2022,Ages_50-64_yrs,58790514,23.1,23.1,51167076,92.4,80.4,23.6,23.6,51.5,27.3,24.5,23,26369255,197595
03/17/2022,Sex_unknown,2263881,0.9,0.9,1531519,,,0.7,0.7,11.8,0.2,0.7,0.1,178914,1251
03/17/2022,Age_unknown,25598,0,0,5890,,,0,0,0,0,0,0,0,0
03/17/2022,US,254870032,,100,216952347,76.8,65.3,,100,46.1,,100,,96419026,857840
03/17/2022,Sex_known,252606151,99.9,99.1,215420828,,,99.9,99.3,46.4,99.9,99.9,99.9,96240112,856589
03/17/2022,Ages_18-24_yrs,23583789,9.3,9.3,19134863,77.1,62.6,8.8,8.8,29.8,5.9,9.1,11.1,5704515,94968
03/17/2022,Race_eth_NHMult_Oth,11304694,6,4.4,10060985,95,95,6,4.6,54.2,6,5.9,6.6,5175671,50128
03/17/2022,Ages_12-15_yrs,11228749,4.4,4.4,9554966,66.4,56.5,4.4,4.4,19.9,2,4.6,8.8,1899583,75559
03/16/2022,US,254865615,,100,216947808,76.8,65.3,,100,46.1,,100,,96411712,983904
03/16/2022,Ages_40-49_yrs,35062138,13.8,13.8,30150894,86,73.9,13.9,13.9,42.4,13.3,14.4,14.8,12788222,145967
03/16/2022,Race_eth_NHMult_Oth,11304501,6,4.4,10060774,95,95,6,4.6,54.2,6,5.9,6.6,5175175,57313
03/16/2022,Age_known,254840018,99.9,99.9,216941918,,,99.9,99.9,46.1,99.9,99.9,99.9,96411712,983904
03/16/2022,Ages_12-17_yrs,17246114,6.8,6.8,14715635,68.2,58.2,6.8,6.8,22.6,3.5,7,13,3330383,128368
03/16/2022,Ages_65-74_yrs,33502490,13.1,13.1,29115696,95,91.3,13.4,13.4,65.4,19.7,13.9,9.2,19039113,90789
03/16/2022,Sex_Male,120763120,47.8,47.4,102503534,73.9,62.7,47.6,47.2,44.2,45.2,47.5,44.2,43538433,434654
03/16/2022,Ages_12-15_yrs,11228435,4.4,4.4,9554602,66.4,56.5,4.4,4.4,19.9,2,4.6,8.9,1898948,87953
03/16/2022,Ages_18-24_yrs,23583293,9.3,9.3,19134435,77.1,62.6,8.8,8.8,29.8,5.9,9.1,11,5703824,107900
03/16/2022,Ages_<12yrs,9805994,3.8,3.8,7799554,20.2,16.1,3.6,3.6,0,0,0,0,0,0
03/16/2022,Ages_5-11_yrs,9746170,3.8,3.8,7774394,33.9,27,3.6,3.6,0,0,0,0,0,0
03/16/2022,Ages_16-17_yrs,6017679,2.4,2.4,5161033,71.7,61.5,2.4,2.4,27.7,1.5,2.5,4.1,1431435,40415
03/16/2022,Race_eth_NHWhite,104594186,55.2,41,94686093,53,48,56.2,43.6,57.9,61.7,56.6,42.2,53134021,368669
03/16/2022,Ages_50-64_yrs,58790013,23.1,23.1,51166633,92.4,80.4,23.6,23.6,51.5,27.3,24.5,23.1,26367452,227054
03/16/2022,Race_eth_NHNHOPI,604835,0.3,0.2,545340,65.1,58.7,0.3,0.3,44.8,0.3,0.3,1,231048,9153
03/16/2022,Race_eth_NHAIAN,1736602,0.9,0.7,1439858,71.3,59.1,0.9,0.7,43.7,0.7,0.8,1.1,594777,9785
03/16/2022,Race_eth_NHAsian,12648548,6.7,5,11438377,66.6,60.2,6.8,5.3,67,8.3,6.6,8.8,7168097,77020
03/16/2022,Age_unknown,25597,0,0,5890,,,0,0,0,0,0,0,0,0
03/16/2022,Race_eth_NHBlack,19452119,10.3,7.6,16965849,47.2,41.2,10.1,7.8,43,8.2,10.1,13.6,7050823,118524
03/16/2022,Race_eth_known,189534805,99.9,74.4,168504297,,,99.9,77.7,53.2,99.9,99.9,99.9,86097600,874459
03/16/2022,Sex_Female,131838628,52.2,51.7,112912768,78.2,67,52.4,52,48.3,54.8,52.5,55.8,52694376,547797
03/16/2022,Sex_known,252601748,99.9,99.1,215416302,,,99.9,99.3,46.3,99.9,99.9,99.9,96232809,982451
03/16/2022,Race_eth_Hispanic,39194014,20.7,15.4,33368006,61.5,52.3,19.8,15.4,40.2,14.8,19.6,26.8,12743659,233995
03/16/2022,Sex_unknown,2263867,0.9,0.9,1531506,,,0.7,0.7,11.8,0.2,0.7,0.1,178903,1453
03/16/2022,Ages_75+_yrs,22700812,8.9,8.9,19604403,95,85.6,9,9,69.2,14.1,9.4,5.8,13560201,56753
03/16/2022,Ages_25-39_yrs,54149164,21.2,21.2,45254668,79.2,66.2,20.9,20.9,34.5,16.2,21.6,23.1,15622517,227073
03/16/2022,Race_eth_unknown,65330762,34.5,25.6,48443409,,,28.7,22.3,21.8,12,29.2,12.5,10314112,109445
03/16/2022,Ages_<5yrs,54046,0,0,23700,0.3,0.1,0,0,0,0,0,0,0,0
03/15/2022,Ages_<12yrs,9798609,3.8,3.8,7788947,20.2,16.1,3.6,3.6,0,0,0,0,0,0
03/15/2022,Ages_18-24_yrs,23579176,9.3,9.3,19130987,77.1,62.5,8.8,8.8,29.8,5.9,9.1,11,5698327,113914
03/15/2022,Race_eth_NHBlack,19447960,10.3,7.6,16960794,47.2,41.2,10.1,7.8,43,8.2,10.1,13.5,7043779,124357
03/15/2022,Ages_<5yrs,53651,0,0,23374,0.3,0.1,0,0,0,0,0,0,0,0
03/15/2022,Sex_Female,131822598,52.2,51.7,112896505,78.2,67,52.4,52,48.3,54.8,52.5,55.8,52663796,576400
03/15/2022,Race_eth_NHWhite,104586613,55.2,41,94677686,53,48,56.2,43.6,57.9,61.7,56.6,42.4,53113915,389946
03/15/2022,Ages_12-15_yrs,11226037,4.4,4.4,9552261,66.4,56.5,4.4,4.4,19.8,2,4.6,8.7,1894313,90446
03/15/2022,Age_unknown,25597,0,0,5890,,,0,0,0,0,0,0,0,0
03/15/2022,Race_eth_NHMult_Oth,11302998,6,4.4,10059107,95,95,6,4.6,54.2,6,5.9,6.5,5171510,59554
03/15/2022,Ages_5-11_yrs,9739182,3.8,3.8,7764114,33.9,27,3.6,3.6,0,0,0,0,0,0
03/15/2022,Sex_unknown,2263585,0.9,0.9,1531388,,,0.7,0.7,11.8,0.2,0.7,0.1,178779,1494
03/15/2022,Ages_50-64_yrs,58786271,23.1,23.1,51163578,92.3,80.4,23.6,23.6,51.5,27.4,24.5,23.1,26354280,238812
03/15/2022,Race_eth_NHAsian,12646875,6.7,5,11436928,66.6,60.2,6.8,5.3,67,8.3,6.6,8.7,7164249,79799
03/15/2022,Race_eth_NHNHOPI,604710,0.3,0.2,545201,65.1,58.7,0.3,0.3,44.7,0.3,0.3,1.1,230588,10176
03/15/2022,Ages_65-74_yrs,33500971,13.1,13.1,29114513,95,91.3,13.4,13.4,65.4,19.8,13.9,9.3,19032772,95787
03/15/2022,Ages_12-17_yrs,17242649,6.8,6.8,14712327,68.1,58.1,6.8,6.8,22.6,3.4,7,12.8,3323573,132098
03/15/2022,Sex_Male,120747852,47.8,47.4,102488608,73.9,62.7,47.6,47.2,44.2,45.2,47.5,44.2,43514025,456770
03/15/2022,Ages_75+_yrs,22699886,8.9,8.9,19603702,95,85.6,9,9,69.1,14.1,9.4,5.8,13555927,60277
03/15/2022,US,254834035,,100,216916501,76.8,65.3,,100,46.1,,100,,96356600,1034664
03/15/2022,Ages_40-49_yrs,35058979,13.8,13.8,30148147,86,73.9,13.9,13.9,42.4,13.3,14.4,14.9,12780537,154078
03/15/2022,Race_eth_unknown,65323876,34.5,25.6,48438291,,,28.8,22.3,21.8,12,29.2,12.6,10307954,115513
03/15/2022,Age_known,254808438,99.9,99.9,216910611,,,99.9,99.9,46.1,99.9,99.9,99.9,96356600,1034664
03/15/2022,Ages_16-17_yrs,6016612,2.4,2.4,5160066,71.7,61.5,2.4,2.4,27.7,1.5,2.5,4,1429260,41652
03/15/2022,Race_eth_Hispanic,39184785,20.7,15.4,33358953,61.5,52.3,19.8,15.4,40.2,14.8,19.6,26.7,12730514,245099
03/15/2022,Race_eth_known,189510111,99.9,74.4,168478108,,,99.9,77.7,53.2,99.9,99.9,99.9,86048646,919151
03/15/2022,Race_eth_NHAIAN,1736170,0.9,0.7,1439439,71.3,59.1,0.9,0.7,43.6,0.7,0.8,1.1,594091,10220
03/15/2022,Sex_known,252570450,99.9,99.1,215385113,,,99.9,99.3,46.3,99.9,99.9,99.9,96177821,1033170
03/15/2022,Ages_25-39_yrs,54141897,21.2,21.2,45248410,79.2,66.2,20.9,20.9,34.5,16.2,21.6,23.2,15611184,239698
03/14/2022,Ages_50-64_yrs,58780806,23.1,23.1,51159066,92.3,80.4,23.6,23.6,51.5,27.4,24.5,23.1,26336093,245427
03/14/2022,Sex_known,252524934,99.9,99.1,215340113,,,99.9,99.3,46.3,99.9,99.9,99.9,96100365,1061161
03/14/2022,Race_eth_NHMult_Oth,11301166,6,4.4,10056804,95,95,6,4.6,54.1,6,5.9,6.4,5166889,60770
03/14/2022,Ages_16-17_yrs,6015153,2.4,2.4,5158698,71.7,61.5,2.4,2.4,27.6,1.5,2.5,4,1426215,42099
03/14/2022,Race_eth_NHBlack,19441934,10.3,7.6,16953370,47.2,41.1,10.1,7.8,43,8.2,10.1,13.6,7034175,128400
03/14/2022,Sex_unknown,2263317,0.9,0.9,1531270,,,0.7,0.7,11.8,0.2,0.7,0.1,178665,1562
03/14/2022,Ages_12-15_yrs,11223147,4.4,4.4,9548879,66.4,56.5,4.4,4.4,19.8,2,4.6,8.7,1888422,91988
03/14/2022,Ages_65-74_yrs,33498913,13.1,13.1,29112826,95,91.3,13.4,13.4,65.3,19.8,13.9,9.3,19024512,98885
03/14/2022,Ages_40-49_yrs,35054100,13.8,13.8,30143889,85.9,73.9,13.9,13.9,42.4,13.3,14.4,14.9,12769366,158142
03/14/2022,Race_eth_unknown,65312764,34.5,25.6,48430647,,,28.8,22.3,21.8,12,29.2,12.5,10298961,117753
03/14/2022,Race_eth_NHAsian,12644559,6.7,5,11435097,66.6,60.2,6.8,5.3,66.9,8.3,6.6,8.6,7158905,81385
03/14/2022,Ages_18-24_yrs,23572405,9.3,9.3,19125113,77.1,62.5,8.8,8.8,29.8,5.9,9.1,11,5689773,116826
03/14/2022,Ages_5-11_yrs,9730933,3.8,3.8,7752082,33.9,27,3.6,3.6,0,0,0,0,0,0
03/14/2022,Ages_75+_yrs,22698617,8.9,8.9,19602744,95,85.6,9,9,69.1,14.1,9.4,5.9,13550487,62959
03/14/2022,Ages_<12yrs,9789738,3.8,3.8,7776441,20.2,16,3.6,3.6,0,0,0,0,0,0
03/14/2022,Ages_25-39_yrs,54129778,21.2,21.2,45237837,79.2,66.1,20.9,20.9,34.5,16.2,21.6,23.2,15594162,246397
03/14/2022,Ages_12-17_yrs,17238300,6.8,6.8,14707577,68.1,58.1,6.8,6.8,22.5,3.4,7,12.6,3314637,134087
03/14/2022,Sex_Male,120725884,47.8,47.4,102467956,73.9,62.7,47.6,47.2,44.1,45.2,47.5,44.2,43479485,469217
03/14/2022,Race_eth_NHWhite,104575138,55.2,41,94664596,53,48,56.2,43.7,57.9,61.7,56.6,42.5,53084348,401951
03/14/2022,US,254788251,,100,216871383,76.7,65.3,,100,46,,100,,96279030,1062723
03/14/2022,Sex_Female,131799050,52.2,51.7,112872157,78.2,67,52.4,52,48.3,54.8,52.5,55.8,52620880,591944
03/14/2022,Age_unknown,25594,0,0,5890,,,0,0,0,0,0,0,0,0
03/14/2022,Ages_<5yrs,53029,0,0,22900,0.3,0.1,0,0,0,0,0,0,0,0
03/14/2022,Race_eth_NHAIAN,1735613,0.9,0.7,1438840,71.3,59.1,0.9,0.7,43.6,0.7,0.8,1.1,593128,10575
03/14/2022,Race_eth_Hispanic,39172467,20.7,15.4,33346893,61.4,52.3,19.8,15.4,40.1,14.8,19.6,26.6,12712521,251770
03/14/2022,Race_eth_known,189475439,99.9,74.4,168440634,,,99.9,77.7,53.1,99.9,99.9,99.9,85980069,944970
03/14/2022,Age_known,254762657,99.9,99.9,216865493,,,99.9,99.9,46,99.9,99.9,99.9,96279030,1062723
03/14/2022,Race_eth_NHNHOPI,604562,0.3,0.2,545034,65.1,58.7,0.3,0.3,44.6,0.3,0.3,1.1,230103,10119
03/13/2022,Sex_unknown,2263101,0.9,0.9,1531129,,,0.7,0.7,11.8,0.2,0.7,0.1,178565,1631
03/13/2022,Ages_40-49_yrs,35048980,13.8,13.8,30139374,85.9,73.9,13.9,13.9,42.3,13.3,14.4,14.9,12758208,164288
03/13/2022,Sex_known,252477925,99.9,99.1,215294364,,,99.9,99.3,46.3,99.9,99.9,99.9,96022970,1100724
03/13/2022,Race_eth_Hispanic,39159897,20.7,15.4,33335046,61.4,52.3,19.8,15.4,40.1,14.8,19.6,26.8,12694565,262946
03/13/2022,Ages_50-64_yrs,58775137,23.1,23.1,51154458,92.3,80.4,23.6,23.6,51.4,27.4,24.5,23.1,26318251,255098
03/13/2022,Race_eth_NHNHOPI,604409,0.3,0.2,544832,65.1,58.7,0.3,0.3,44.5,0.3,0.3,1,229502,9998
03/13/2022,Ages_<12yrs,9781081,3.8,3.8,7764516,20.2,16,3.6,3.6,0,0,0,0,0,0
03/13/2022,Age_unknown,25591,0,0,5889,,,0,0,0,0,0,0,0,0
03/13/2022,Ages_<5yrs,52485,0,0,22553,0.3,0.1,0,0,0,0,0,0,0,0
03/13/2022,Age_known,254715435,99.9,99.9,216819604,,,99.9,99.9,46,99.9,99.9,99.9,96201535,1102355
03/13/2022,Ages_75+_yrs,22697483,8.9,8.9,19601901,95,85.6,9,9,69.1,14.1,9.4,6,13545910,66329
03/13/2022,Ages_65-74_yrs,33496862,13.2,13.1,29111296,95,91.3,13.4,13.4,65.3,19.8,13.9,9.4,19016789,103543
03/13/2022,Race_eth_NHAIAN,1735127,0.9,0.7,1438370,71.3,59.1,0.9,0.7,43.5,0.7,0.8,1.1,592346,11073
03/13/2022,Race_eth_NHWhite,104562910,55.2,41,94650336,53,48,56.2,43.7,57.9,61.8,56.6,42.6,53054709,417337
03/13/2022,Ages_18-24_yrs,23565129,9.3,9.3,19118874,77,62.5,8.8,8.8,29.7,5.9,9.1,11,5680687,121418
03/13/2022,Race_eth_NHMult_Oth,11299244,6,4.4,10054433,95,95,6,4.6,54.1,6,5.9,6.4,5162111,62559
03/13/2022,Race_eth_NHAsian,12641909,6.7,5,11433169,66.6,60.2,6.8,5.3,66.9,8.3,6.6,8.5,7153075,83100
03/13/2022,Sex_Female,131774632,52.2,51.7,112846859,78.2,67,52.4,52,48.2,54.8,52.5,55.8,52577385,614111
03/13/2022,Ages_12-15_yrs,11220085,4.4,4.4,9545181,66.3,56.4,4.4,4.4,19.7,2,4.6,8.4,1882133,92887
03/13/2022,Race_eth_unknown,65301746,34.5,25.6,48423336,,,28.8,22.3,21.8,12,29.2,12.4,10290902,121820
03/13/2022,Ages_5-11_yrs,9722821,3.8,3.8,7740504,33.8,26.9,3.6,3.6,0,0,0,0,0,0
03/13/2022,Ages_16-17_yrs,6013448,2.4,2.4,5157186,71.7,61.5,2.4,2.4,27.6,1.5,2.5,3.9,1423130,42762
03/13/2022,US,254741026,,100,216825493,76.7,65.3,,100,46,,100,,96201535,1102355
03/13/2022,Race_eth_NHBlack,19435736,10.3,7.6,16945869,47.2,41.1,10.1,7.8,42.9,8.2,10.1,13.6,7024325,133522
03/13/2022,Sex_Male,120703293,47.8,47.4,102447505,73.8,62.7,47.6,47.2,44.1,45.2,47.5,44.2,43445585,486613
03/13/2022,Ages_12-17_yrs,17233533,6.8,6.8,14702367,68.1,58.1,6.8,6.8,22.5,3.4,7,12.3,3305263,135649
03/13/2022,Ages_25-39_yrs,54117230,21.2,21.2,45226818,79.1,66.1,20.9,20.9,34.4,16.2,21.6,23.2,15576427,256030
03/13/2022,Race_eth_known,189439232,99.9,74.4,168402055,,,99.9,77.7,53.1,99.9,99.9,99.9,85910633,980535
03/12/2022,Race_eth_NHAsian,12640420,6.7,5,11431979,66.5,60.2,6.8,5.3,66.9,8.3,6.6,8.5,7149952,91723
03/12/2022,Ages_75+_yrs,22697212,8.9,8.9,19601723,95,85.6,9,9,69.1,14.1,9.4,6,13545083,73121
03/12/2022,Race_eth_NHNHOPI,604362,0.3,0.2,544763,65.1,58.7,0.3,0.3,44.5,0.3,0.3,1,229369,10404
03/12/2022,Race_eth_unknown,65296849,34.5,25.6,48420640,,,28.8,22.3,21.8,12,29.2,12.3,10288337,132811
03/12/2022,Ages_<12yrs,9777758,3.8,3.8,7759013,20.2,16,3.6,3.6,0,0,0,0,0,0
03/12/2022,Ages_18-24_yrs,23561768,9.3,9.3,19116181,77,62.5,8.8,8.8,29.7,5.9,9.1,11.2,5676903,136003
03/12/2022,Race_eth_NHBlack,19433567,10.3,7.6,16943032,47.2,41.1,10.1,7.8,42.9,8.2,10.1,13.7,7021149,148698
03/12/2022,Ages_16-17_yrs,6012660,2.4,2.4,5156347,71.7,61.5,2.4,2.4,27.6,1.5,2.5,3.7,1421606,45474
03/12/2022,Ages_<5yrs,52296,0,0,22400,0.3,0.1,0,0,0,0,0,0,0,0
03/12/2022,Race_eth_NHWhite,104558225,55.2,41,94644564,53,48,56.2,43.7,57.9,61.8,56.6,42.3,53044271,457881
03/12/2022,Race_eth_NHAIAN,1735044,0.9,0.7,1438297,71.2,59.1,0.9,0.7,43.5,0.7,0.8,1.1,592258,12193
03/12/2022,Age_unknown,25591,0,0,5889,,,0,0,0,0,0,0,0,0
03/12/2022,Ages_5-11_yrs,9719688,3.8,3.8,7735155,33.8,26.9,3.6,3.6,0,0,0,0,0,0
03/12/2022,Race_eth_Hispanic,39153273,20.7,15.4,33329269,61.4,52.3,19.8,15.4,40.1,14.8,19.6,27,12687478,292494
03/12/2022,Race_eth_known,189423416,99.9,74.4,168385338,,,99.9,77.7,53.1,99.9,99.9,99.9,85884935,1082336
03/12/2022,Ages_65-74_yrs,33496273,13.2,13.2,29110912,95,91.3,13.4,13.4,65.3,19.8,13.9,9.4,19015211,114491
03/12/2022,Sex_Male,120693298,47.8,47.4,102438262,73.8,62.7,47.6,47.2,44.1,45.2,47.5,43.9,43432751,533237
03/12/2022,Sex_known,252457256,99.9,99.1,215274974,,,99.9,99.3,46.3,99.9,99.9,99.9,95994726,1213298
03/12/2022,Ages_25-39_yrs,54110931,21.2,21.2,45222192,79.1,66.1,20.9,20.9,34.4,16.2,21.6,23.4,15568863,284889
03/12/2022,Sex_unknown,2263057,0.9,0.9,1531106,,,0.7,0.7,11.8,0.2,0.7,0.2,178546,1849
03/12/2022,Ages_50-64_yrs,58772889,23.1,23.1,51152848,92.3,80.4,23.6,23.6,51.4,27.4,24.5,23.2,26312612,281342
03/12/2022,Age_known,254694722,99.9,99.9,216800191,,,99.9,99.9,46,99.9,99.9,99.9,96173272,1215147
03/12/2022,US,254720313,,100,216806080,76.7,65.3,,100,46,,100,,96173272,1215147
03/12/2022,Ages_40-49_yrs,35046549,13.8,13.8,30137678,85.9,73.9,13.9,13.9,42.3,13.3,14.4,15,12753891,181705
03/12/2022,Ages_12-17_yrs,17231342,6.8,6.8,14699644,68.1,58.1,6.8,6.8,22.5,3.4,7,11.8,3300709,143596
03/12/2022,Sex_Female,131763958,52.2,51.7,112836712,78.2,66.9,52.4,52,48.2,54.8,52.5,56.1,52561975,680061
03/12/2022,Race_eth_NHMult_Oth,11298525,6,4.4,10053434,95,95,6,4.6,54.1,6,5.9,6.4,5160458,68943
03/12/2022,Ages_12-15_yrs,11218682,4.4,4.4,9543297,66.3,56.4,4.4,4.4,19.7,2,4.6,8.1,1879103,98122
03/11/2022,Ages_<12yrs,9769221,3.8,3.8,7744940,20.1,16,3.6,3.6,0,0,0,0,0,0
03/11/2022,Ages_18-24_yrs,23556881,9.3,9.2,19112227,77,62.5,8.8,8.8,29.7,5.9,9.1,11.4,5670762,137863
03/11/2022,Ages_12-15_yrs,11215636,4.4,4.4,9539257,66.3,56.4,4.4,4.4,19.6,1.9,4.6,7.9,1872026,96080
03/11/2022,Sex_Female,131745036,52.2,51.7,112817305,78.2,66.9,52.4,52,48.2,54.8,52.5,56.1,52532174,679624
03/11/2022,Race_eth_unknown,65288480,34.5,25.6,48414726,,,28.8,22.3,21.8,12,29.2,12.2,10282781,131785
03/11/2022,Race_eth_NHAsian,12637751,6.7,5,11429388,66.5,60.2,6.8,5.3,66.8,8.3,6.6,8.5,7144129,92094
03/11/2022,Ages_<5yrs,51895,0,0,22011,0.3,0.1,0,0,0,0,0,0,0,0
03/11/2022,Sex_unknown,2262934,0.9,0.9,1531056,,,0.7,0.7,11.8,0.2,0.7,0.2,178483,1857
03/11/2022,Ages_16-17_yrs,6011267,2.4,2.4,5155041,71.7,61.4,2.4,2.4,27.5,1.5,2.5,3.7,1418511,44948
03/11/2022,Race_eth_NHAIAN,1734865,0.9,0.7,1438128,71.2,59.1,0.9,0.7,43.5,0.7,0.8,1.1,592013,12175
03/11/2022,Race_eth_Hispanic,39141113,20.7,15.4,33316848,61.4,52.3,19.8,15.4,40,14.8,19.6,27,12672815,292162
